GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Tipo	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	riExonStart_0base	riExonEnd	exonStart_0base	exonEnd
ENSG00000182903.16	ZNF721	chr4	-	NA	NA	NA	NA	NA	NA	37983	236,201,204	0,0,0	151,199,199	5,6,4	166	39	5.39E-06	0.01898118	1.0,1.0,1.0	0.876,0.886,0.921	0.106	SE	NA	NA	NA	NA	439987	444432	499055	499156	NA	NA	NA	472574	472701
ENSG00000177565.19	TBL1XR1	chr3	-	NA	NA	NA	NA	NA	NA	39450	103,55,69	47,33,31	32,34,62	29,33,43	157	39	0.01037426	0.176237	0.352,0.293,0.356	0.215,0.204,0.264	0.106	SE	NA	NA	NA	NA	177131377	177131449	177197120	177197225	NA	NA	NA	177160870	177160988
ENSG00000177479.20	ARIH2	chr3	+	NA	NA	NA	NA	NA	NA	48527	376,294,292	11,13,3	230,277,332	20,21,11	161	39	0.01051417	0.1764133	0.892,0.846,0.959	0.736,0.762,0.88	0.106	SE	NA	NA	NA	NA	48922747	48922811	48961611	48961679	NA	NA	NA	48924717	48924839
ENSG00000162600.12	OMA1	chr1	-	NA	NA	NA	NA	NA	NA	102832	321,288,241	4,3,3	246,230,257	11,7,11	189	39	0.001893945	0.1739139	0.943,0.952,0.943	0.822,0.871,0.828	0.106	SE	NA	NA	NA	NA	58480718	58481174	58527260	58527335	NA	NA	NA	58506059	58506209
ENSG00000233184.9	DPH5-DT	chr1	+	101080388	101083574	101083460	101083574	101077362	101077508	15826	114,105,79	0,3,3	120,116,96	11,10,5	3111	39	0.003487620404	0.1877137015	1.0,0.305,0.248	0.12,0.127,0.194	0.371	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103034.15	NDRG4	chr16	+	58503705	58503903	58503797	58503903	58500987	58501077	2404	1,16,4	0,0,0	4,11,1	2,3,0	131	39	0.001775564221	0.1877137015	1.0,1.0,1.0	0.373,0.522,1.0	0.368	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000136856.18	SLC2A8	chr9	+	NA	NA	NA	NA	NA	NA	115840	299,110,85	99,85,79	62,55,93	45,111,125	202	39	0.008602782	0.1739139	0.368,0.2,0.172	0.21,0.087,0.126	0.106	SE	NA	NA	NA	NA	127397168	127397286	127399906	127400006	NA	NA	NA	127397375	127397538
ENSG00000168778.13	TCTN2	chr12	+	NA	NA	NA	NA	NA	NA	134260	195,186,182	1,5,3	193,205,240	7,15,9	166	39	0.009539444	0.1749371	0.979,0.897,0.934	0.866,0.763,0.862	0.106	SE	NA	NA	NA	NA	123686835	123687035	123690532	123690674	NA	NA	NA	123688050	123688177
ENSG00000107758.16	PPP3CB	chr10	-	NA	NA	NA	NA	NA	NA	110429	352,257,349	1,0,0	343,226,368	13,10,9	137	39	0.0001621928	0.03499551	0.99,1.0,1.0	0.883,0.865,0.921	0.107	SE	NA	NA	NA	NA	73439871	73439901	73446491	73446573	NA	NA	NA	73444724	73444822
ENSG00000178467.18	P4HTM	chr3	+	NA	NA	NA	NA	NA	NA	44706	499,409,370	6,2,6	333,415,469	12,18,15	202	39	0.001013269	0.144545	0.941,0.975,0.923	0.843,0.817,0.858	0.107	SE	NA	NA	NA	NA	49002499	49002596	49006686	49007115	NA	NA	NA	49004097	49004260
ENSG00000086848.15	ALG9	chr11	-	NA	NA	NA	NA	NA	NA	52093	73,72,81	0,0,0	41,86,87	0,2,6	168	39	0.004525027	0.1739139	1.0,1.0,1.0	1.0,0.909,0.771	0.107	SE	NA	NA	NA	NA	111786280	111786520	111836164	111836294	NA	NA	NA	111788440	111788569
ENSG00000143374.18	TARS2	chr1	+	NA	NA	NA	NA	NA	NA	53385	207,207,177	59,34,57	173,185,222	73,67,81	138	39	0.008033484	0.1739139	0.498,0.632,0.467	0.401,0.438,0.436	0.107	SE	NA	NA	NA	NA	150492184	150492489	150497529	150497587	NA	NA	NA	150496809	150496908
ENSG00000166987.15	MBD6	chr12	+	57525347	57526388	57526310	57526388	57524952	57525115	13347	38,37,63	0,0,0	56,35,27	2,2,0	1002	39	0.001424470683	0.1877137015	1.0,1.0,1.0	0.521,0.405,1.0	0.358	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000236144.9	TMEM147-AS1	chr19	-	35542910	35543273	35542910	35543097	35545318	35545515	1139	43,48,58	0,0,5	33,60,49	7,5,9	215	39	0.002323804117	0.1877137015	1.0,1.0,0.678	0.461,0.685,0.497	0.345	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101294.18	HM13	chr20	+	31548964	31549114	31549028	31549114	31547447	31547692	729	59,58,62	0,1,1	22,48,56	5,16,7	103	39	0.001079399655	0.1877137015	1.0,0.956,0.959	0.625,0.532,0.752	0.335	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000075239.14	ACAT1	chr11	+	108128642	108129201	108129102	108129201	108121592	108121678	13633	45,20,16	0,0,0	31,46,21	2,0,2	499	39	0.008206570532	0.1892475406	1.0,1.0,1.0	0.548,1.0,0.451	0.334	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166278.16	C2	chr6	+	NA	NA	NA	NA	NA	NA	NA	63,79,85	98,55,83	53,105,118	106,130,191	138	178	0.005837822878	0.1984371989	0.453,0.649,0.569	0.392,0.51,0.443	0.109	MXE	31933866	31933965	31935922	31936061	31933609	31933783	31937318	31937459	9823	NA	NA	NA	NA
ENSG00000165115.15	KIF27	chr9	-	NA	NA	NA	NA	NA	NA	NA	138,76,66	90,82,96	69,88,96	108,135,155	216	255	0.006894886504	0.1986719618	0.644,0.522,0.448	0.43,0.435,0.422	0.109	MXE	83859155	83859371	83867683	83867860	83853628	83853835	83870518	83870632	19917	NA	NA	NA	NA
ENSG00000107518.18	ATRNL1	chr10	+	NA	NA	NA	NA	NA	NA	62905	133,79,96	0,0,0	76,95,82	2,3,0	258	39	0.003447671	0.1739139	1.0,1.0,1.0	0.852,0.827,1.0	0.107	SE	NA	NA	NA	NA	115301854	115302043	115334281	115334419	NA	NA	NA	115315517	115315736
ENSG00000160055.20	TMEM234	chr1	-	NA	NA	NA	NA	NA	NA	65806	38,34,36	0,0,0	26,53,31	2,4,0	98	39	0.003536185	0.1739139	1.0,1.0,1.0	0.838,0.841,1.0	0.107	SE	NA	NA	NA	NA	32215135	32215795	32217258	32217351	NA	NA	NA	32216888	32216947
ENSG00000184465.16	WDR27	chr6	-	NA	NA	NA	NA	NA	NA	66910	43,43,39	0,0,0	26,28,35	1,2,0	137	39	0.005269471	0.1739139	1.0,1.0,1.0	0.881,0.799,1.0	0.107	SE	NA	NA	NA	NA	169643696	169643786	169658275	169658358	NA	NA	NA	169647772	169647870
ENSG00000196233.14	LCOR	chr10	+	NA	NA	NA	NA	NA	NA	84967	6,7,10	10,7,16	1,4,12	19,20,39	164	39	0.01653974	0.1977143	0.125,0.192,0.129	0.012,0.045,0.068	0.107	SE	NA	NA	NA	NA	96833776	96833841	96907264	96907330	NA	NA	NA	96858291	96858416
ENSG00000126391.14	FRMD8	chr11	+	NA	NA	NA	NA	NA	NA	103489	128,104,100	0,0,0	89,108,129	2,0,8	183	39	0.01251272	0.1809903	1.0,1.0,1.0	0.905,1.0,0.775	0.107	SE	NA	NA	NA	NA	65387036	65387121	65394040	65394099	NA	NA	NA	65389384	65389528
ENSG00000076944.18	STXBP2	chr19	+	NA	NA	NA	NA	NA	NA	10159	6,7,6	0,0,0	14,8,17	1,0,1	116	39	0.004159140445	0.1739139121	1.0,1.0,1.0	0.825,1.0,0.851	0.108	SE	NA	NA	NA	NA	7638725	7638775	7640899	7641003	NA	NA	NA	7639730	7639807
ENSG00000185480.12	PARPBP	chr12	+	NA	NA	NA	NA	NA	NA	29684	343,360,307	3,0,1	250,327,372	10,18,7	147	39	0.002774309	0.1739139	0.968,1.0,0.988	0.869,0.828,0.934	0.108	SE	NA	NA	NA	NA	102148229	102148463	102164437	102164608	NA	NA	NA	102153868	102153976
ENSG00000168769.14	TET2	chr4	+	NA	NA	NA	NA	NA	NA	34532	271,208,279	0,1,0	244,281,283	6,7,4	248	39	0.0007339536	0.1143396	1.0,0.97,1.0	0.865,0.863,0.918	0.108	SE	NA	NA	NA	NA	105242833	105242927	105259618	105259769	NA	NA	NA	105243569	105243778
ENSG00000004534.15	RBM6	chr3	+	NA	NA	NA	NA	NA	NA	44398	637,851,894,476	48,50,23	445,151,665,955	69,59,65	1590	39	0.006943182	0.1739139	0.765,0.718,0.827	0.613,0.682,0.692	0.108	SE	NA	NA	NA	NA	49962575	49962685	49972058	49972148	NA	NA	NA	49967197	49968748
ENSG00000171988.20	JMJD1C	chr10	-	NA	NA	NA	NA	NA	NA	58628	396,329,372	80,119,63	304,388,405	97,154,146	145	39	0.01093233	0.1773471	0.571,0.426,0.614	0.457,0.404,0.427	0.108	SE	NA	NA	NA	NA	63217206	63217331	63264650	63264764	NA	NA	NA	63219877	63219983
ENSG00000102471.16	NDFIP2	chr13	+	79541863	79543682	79543536	79543682	79539681	79539775	7700	122,50,120	0,0,0	98,61,64	0,1,2	1712	39	0.004441359934	0.1877137015	1.0,1.0,1.0	1.0,0.582,0.422	0.332	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000140521.18	POLG	chr15	-	NA	NA	NA	NA	NA	NA	6716	163,140,147	1,0,0	185,192,199	4,4,7	604	39	0.001319588416	0.1138028542	0.913,1.0,1.0	0.749,0.756,0.647	0.254	RI	NA	NA	NA	NA	89317938	89317975	89318540	89318749	NA	89317938	89318749	NA	NA
ENSG00000112159.13	MDN1	chr6	-	NA	NA	NA	NA	NA	NA	4259	219,106,167	0,0,0	157,173,117	1,0,2	2279	39	0.003925439184	0.1370892258	1.0,1.0,1.0	0.729,1.0,0.5	0.257	RI	NA	NA	NA	NA	89655763	89655968	89658208	89658370	NA	89655763	89658370	NA	NA
ENSG00000182134.17	TDRKH	chr1	-	NA	NA	NA	NA	NA	NA	8495	110,72,49	2,1,0	71,64,85	2,8,10	224	39	0.01398718145	0.1748170401	0.905,0.926,1.0	0.861,0.582,0.597	0.264	RI	NA	NA	NA	NA	151773493	151774227	151774412	151774504	NA	151773493	151774504	NA	NA
ENSG00000100897.18	DCAF11	chr14	+	NA	NA	NA	NA	NA	NA	66576	115,64,54	0,2,0	56,80,63	2,4,4	127	39	0.006288054	0.1739139	1.0,0.908,1.0	0.896,0.86,0.829	0.108	SE	NA	NA	NA	NA	24114696	24114924	24115381	24115392	NA	NA	NA	24115205	24115293
ENSG00000153827.15	TRIP12	chr2	-	NA	NA	NA	NA	NA	NA	93246	295,181,170	53,22,28	159,177,207	37,42,51	157	39	0.006400156	0.1739139	0.58,0.671,0.601	0.516,0.511,0.502	0.108	SE	NA	NA	NA	NA	229879981	229880128	229923147	229923239	NA	NA	NA	229908964	229909082
ENSG00000130338.13	TULP4	chr6	+	NA	NA	NA	NA	NA	NA	98075	9,8,32	0,0,0	23,24,49	0,1,2	184	39	0.003936769	0.1739139	1.0,1.0,1.0	1.0,0.836,0.839	0.108	SE	NA	NA	NA	NA	158481054	158481289	158493572	158493717	NA	NA	NA	158489587	158489732
ENSG00000197608.12	ZNF841	chr19	-	NA	NA	NA	NA	NA	NA	121138	75,59,38	0,0,0	45,47,41	1,0,3	166	39	0.00874284	0.1740083	1.0,1.0,1.0	0.914,1.0,0.763	0.108	SE	NA	NA	NA	NA	52064464	52067610	52095574	52095765	NA	NA	NA	52076957	52077084
ENSG00000214013.10	GANC	chr15	+	NA	NA	NA	NA	NA	NA	127379	180,100,113	0,0,0	104,111,135	0,6,4	183	39	0.008796352	0.1740438	1.0,1.0,1.0	1.0,0.798,0.878	0.108	SE	NA	NA	NA	NA	42327362	42327442	42330575	42330672	NA	NA	NA	42329305	42329449
ENSG00000144741.19	SLC25A26	chr3	+	NA	NA	NA	NA	NA	NA	128170	114,97,65	0,0,0	77,111,100	2,1,4	196	39	8.22E-05	0.02429108	1.0,1.0,1.0	0.885,0.957,0.833	0.108	SE	NA	NA	NA	NA	66220731	66220858	66243202	66243312	NA	NA	NA	66236543	66236700
ENSG00000147202.19	DIAPH2	chrX	+	NA	NA	NA	NA	NA	NA	7344	161,109,78	3,7,0	109,122,169	6,21,14	72	39	0.005911720851	0.1739139121	0.967,0.894,1.0	0.908,0.759,0.867	0.109	SE	NA	NA	NA	NA	96684711	96685190	96738585	96738762	NA	NA	NA	96735757	96735790
ENSG00000128833.13	MYO5C	chr15	-	NA	NA	NA	NA	NA	NA	22138	45,45,50	0,0,0	31,44,53	0,3,1	186	39	0.00503213	0.1739139	1.0,1.0,1.0	1.0,0.755,0.917	0.109	SE	NA	NA	NA	NA	52236788	52237646	52244355	52244567	NA	NA	NA	52239732	52239879
ENSG00000100815.12	TRIP11	chr14	-	NA	NA	NA	NA	NA	NA	24467	115,144,124	1,0,5	140,116,174	7,17,9	80	39	0.01211835	0.1802654	0.982,1.0,0.924	0.907,0.769,0.904	0.109	SE	NA	NA	NA	NA	92007639	92007852	92014214	92014577	NA	NA	NA	92011754	92011795
ENSG00000184916.9	JAG2	chr14	-	NA	NA	NA	NA	NA	NA	55267	182,143,160	0,0,0	73,100,201	3,0,3	282	39	0.004627951	0.1739139	1.0,1.0,1.0	0.771,1.0,0.903	0.109	SE	NA	NA	NA	NA	105143481	105143638	105146384	105146500	NA	NA	NA	105145730	105145973
ENSG00000052795.13	FNIP2	chr4	+	NA	NA	NA	NA	NA	NA	66885	57,43,50	43,36,39	54,39,52	62,79,79	129	39	0.01003373	0.1761694	0.286,0.265,0.279	0.208,0.13,0.166	0.109	SE	NA	NA	NA	NA	158833527	158833628	158835404	158835476	NA	NA	NA	158833800	158833890
ENSG00000106025.9	TSPAN12	chr7	-	NA	NA	NA	NA	NA	NA	91437	99,59,97	0,0,0	91,140,128	0,11,2	175	39	0.01667776	0.1979768	1.0,1.0,1.0	1.0,0.739,0.934	0.109	SE	NA	NA	NA	NA	120815728	120815803	120856697	120856833	NA	NA	NA	120838776	120838912
ENSG00000136870.11	ZNF189	chr9	+	101399883	101400010	101399925	101400010	101399394	101399530	13505	12,2,12	7,12,2	2,4,3	18,10,22	81	39	0.01172566286	0.1996839567	0.452,0.074,0.743	0.051,0.161,0.062	0.332	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166888.12	STAT6	chr12	-	NA	NA	NA	NA	NA	NA	115092	524,414,380	2,6,0	359,575,545	13,19,19	176	39	9.78E-05	0.0254847	0.983,0.939,1.0	0.86,0.87,0.864	0.109	SE	NA	NA	NA	NA	57107230	57107314	57111128	57111231	NA	NA	NA	57108162	57108299
ENSG00000173681.17	BCLAF3	chrX	-	NA	NA	NA	NA	NA	NA	123528	60,25,43	0,0,0	57,50,50	0,4,2	129	39	0.01018468	0.176237	1.0,1.0,1.0	1.0,0.791,0.883	0.109	SE	NA	NA	NA	NA	19929784	19929940	19937504	19937532	NA	NA	NA	19935808	19935898
ENSG00000249859.14	PVT1	chr8	+	NA	NA	NA	NA	NA	NA	131075	12,0,1	7,20,21	0,0,0	17,21,26	146	39	0.01082062	0.1773471	0.314,0.0,0.013	0.0,0.0,0.0	0.109	SE	NA	NA	NA	NA	128070161	128070272	128096517	128096654	NA	NA	NA	128091246	128091353
ENSG00000181827.16	RFX7	chr15	-	NA	NA	NA	NA	NA	NA	136797	36,25,25	0,0,0	24,22,21	1,4,0	73	39	0.01271249	0.1818546	1.0,1.0,1.0	0.928,0.746,1.0	0.109	SE	NA	NA	NA	NA	56144400	56144483	56243124	56243287	NA	NA	NA	56179269	56179303
ENSG00000251322.11	SHANK3	chr22	+	NA	NA	NA	NA	NA	NA	2247	21,24,17	0,0,0	41,17,16	1,2,0	117	39	0.006833081704	0.1739139121	1.0,1.0,1.0	0.932,0.739,1.0	0.11	SE	NA	NA	NA	NA	50679311	50679428	50684584	50684651	NA	NA	NA	50683339	50683417
ENSG00000187266.14	EPOR	chr19	-	NA	NA	NA	NA	NA	NA	9722	64,65,69	0,0,0	59,55,98	1,2,0	297	39	0.007123976745	0.1739139121	1.0,1.0,1.0	0.886,0.783,1.0	0.11	SE	NA	NA	NA	NA	11380883	11380971	11381929	11382105	NA	NA	NA	11381055	11381313
ENSG00000169241.19	SLC50A1	chr1	+	NA	NA	NA	NA	NA	NA	55003	593,409,370	125,64,66	381,496,530	90,159,155	163	39	0.006335079	0.1739139	0.532,0.605,0.573	0.503,0.427,0.45	0.11	SE	NA	NA	NA	NA	155136298	155136376	155137978	155138098	NA	NA	NA	155136827	155136951
ENSG00000111728.11	ST8SIA1	chr12	-	NA	NA	NA	NA	NA	NA	87893	2,12,11	0,0,0	4,24,16	0,1,1	149	39	0.004703674	0.1739139	1.0,1.0,1.0	1.0,0.863,0.807	0.11	SE	NA	NA	NA	NA	22248825	22249098	22287148	22287194	NA	NA	NA	22255279	22255389
ENSG00000153827.15	TRIP12	chr2	-	229908964	229909086	229908964	229909082	229923147	229923239	11012	1,2,6	1,5,4	3,1,1	11,9,16	43	39	0.01041522736	0.1958577627	0.476,0.266,0.576	0.198,0.092,0.054	0.325	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000153048.11	CARHSP1	chr16	-	8860104	8860309	8860104	8860218	8868531	8868719	11209	7,12,5	0,0,0	2,6,9	0,1,4	130	39	0.002493774236	0.1877137015	1.0,1.0,1.0	1.0,0.643,0.403	0.318	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137393.10	RNF144B	chr6	+	NA	NA	NA	NA	NA	NA	NA	300,199,159	80,57,49	149,184,188	56,98,86	240	144	0.006959995595	0.1986719618	0.692,0.677,0.661	0.615,0.53,0.567	0.106	MXE	18399498	18399699	18427580	18427685	18387349	18387630	18439683	18439744	10397	NA	NA	NA	NA
ENSG00000118412.13	CASP8AP2	chr6	+	NA	NA	NA	NA	NA	NA	122176	88,57,79	0,0,0	46,64,91	2,2,4	122	39	1.88E-05	0.01904384	1.0,1.0,1.0	0.88,0.911,0.879	0.11	SE	NA	NA	NA	NA	89829899	89830067	89853165	89853234	NA	NA	NA	89846561	89846644
ENSG00000172269.20	DPAGT1	chr11	-	NA	NA	NA	NA	NA	NA	128328	391,277,261	10,2,6	296,279,340	16,16,25	127	39	0.0009835573	0.1413873	0.923,0.977,0.93	0.85,0.843,0.807	0.11	SE	NA	NA	NA	NA	119096527	119097297	119098402	119098487	NA	NA	NA	119097463	119097551
ENSG00000154229.12	PRKCA	chr17	+	NA	NA	NA	NA	NA	NA	13137	453,289,349	7,0,8	245,343,410	16,25,13	122	39	0.003519975	0.1739139	0.954,1.0,0.933	0.83,0.814,0.91	0.111	SE	NA	NA	NA	NA	66306095	66306127	66641354	66641466	NA	NA	NA	66496200	66496283
ENSG00000177225.17	GATD1	chr11	-	NA	NA	NA	NA	NA	NA	47685	431,383,334	22,22,21	292,401,391	28,47,29	264	39	0.01590298	0.1943911	0.743,0.72,0.701	0.606,0.558,0.666	0.111	SE	NA	NA	NA	NA	767227	767373	771332	771426	NA	NA	NA	770678	770903
ENSG00000130413.16	STK33	chr11	-	NA	NA	NA	NA	NA	NA	56486	163,132,128	2,5,0	120,93,134	4,6,8	153	39	0.008534612	0.1739139	0.954,0.871,1.0	0.884,0.798,0.81	0.111	SE	NA	NA	NA	NA	8464708	8464822	8474680	8474755	NA	NA	NA	8473162	8473276
ENSG00000106070.20	GRB10	chr7	-	NA	NA	NA	NA	NA	NA	77326	76,61,79	17,13,13	81,69,100	23,23,32	136	39	0.01277987	0.1820989	0.562,0.574,0.635	0.502,0.462,0.473	0.111	SE	NA	NA	NA	NA	50710874	50710990	50793223	50793432	NA	NA	NA	50732271	50732368
ENSG00000054116.12	TRAPPC3	chr1	-	NA	NA	NA	NA	NA	NA	92740	124,99,74	3,1,1	86,100,129	6,6,5	137	39	0.007423694	0.1739139	0.922,0.966,0.955	0.803,0.826,0.88	0.111	SE	NA	NA	NA	NA	36137795	36137978	36149091	36149287	NA	NA	NA	36140068	36140166
ENSG00000100429.18	HDAC10	chr22	-	50248830	50248890	50248830	50248859	50249634	50249703	2080	20,30,35	0,2,0	33,17,24	4,10,6	70	39	0.004923662064	0.1877137015	1.0,0.893,1.0	0.821,0.486,0.69	0.299	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000143363.17	PRUNE1	chr1	+	NA	NA	NA	NA	NA	NA	NA	58,40,55	229,137,155	31,34,56	171,268,307	152	198	0.005473888874	0.1984371989	0.248,0.276,0.316	0.191,0.142,0.192	0.105	MXE	151018556	151018669	151025514	151025673	151017811	151017904	151027232	151027327	11153	NA	NA	NA	NA
ENSG00000168488.19	ATXN2L	chr16	+	NA	NA	NA	NA	NA	NA	1611	572,528,646	0,4,4	512,759,748	23,20,16	667	39	0.00122246932	0.112561471	1.0,0.885,0.904	0.566,0.689,0.732	0.267	RI	NA	NA	NA	NA	28835932	28836122	28836750	28837237	NA	28835932	28837237	NA	NA
ENSG00000126391.14	FRMD8	chr11	+	NA	NA	NA	NA	NA	NA	103492	95,38,69	0,0,0	67,67,94	2,0,8	141	39	0.01294918	0.1824929	1.0,1.0,1.0	0.903,1.0,0.765	0.111	SE	NA	NA	NA	NA	65387036	65387121	65394040	65394099	NA	NA	NA	65393572	65393674
ENSG00000123836.15	PFKFB2	chr1	+	NA	NA	NA	NA	NA	NA	104263	131,114,109	6,4,4	111,106,116	14,8,11	102	39	0.005927691	0.1739139	0.893,0.916,0.912	0.752,0.835,0.801	0.111	SE	NA	NA	NA	NA	207069423	207069528	207071508	207071573	NA	NA	NA	207071187	207071250
ENSG00000161955.17	TNFSF13	chr17	+	NA	NA	NA	NA	NA	NA	111123	74,85,67	0,0,0	66,152,88	1,0,4	269	39	0.01604801	0.1949713	1.0,1.0,1.0	0.905,1.0,0.761	0.111	SE	NA	NA	NA	NA	7558292	7558375	7559623	7559702	NA	NA	NA	7559067	7559297
ENSG00000162066.16	AMDHD2	chr16	+	NA	NA	NA	NA	NA	NA	20030	34,43,21	0,0,0	22,52,40	2,4,0	94	39	0.007682944	0.1739139	1.0,1.0,1.0	0.82,0.844,1.0	0.112	SE	NA	NA	NA	NA	2520768	2521123	2528059	2528148	NA	NA	NA	2527560	2527615
ENSG00000204576.12	PRR3	chr6	+	NA	NA	NA	NA	NA	NA	38628	203,138,110	9,7,4	158,170,199	18,17,20	102	39	0.001582181	0.1739139	0.896,0.883,0.913	0.77,0.793,0.792	0.112	SE	NA	NA	NA	NA	30557294	30557450	30561327	30561508	NA	NA	NA	30558149	30558212
ENSG00000021574.14	SPAST	chr2	+	NA	NA	NA	NA	NA	NA	46792	31,49,22	0,0,0	31,28,35	0,2,2	123	39	0.004077193	0.1739139	1.0,1.0,1.0	1.0,0.816,0.847	0.112	SE	NA	NA	NA	NA	32063781	32064246	32098795	32098891	NA	NA	NA	32087494	32087578
ENSG00000187554.14	TLR5	chr1	-	NA	NA	NA	NA	NA	NA	47032	17,12,6	0,0,0	26,22,30	1,2,0	125	39	0.01007739	0.1762159	1.0,1.0,1.0	0.89,0.774,1.0	0.112	SE	NA	NA	NA	NA	223134681	223134864	223141647	223141763	NA	NA	NA	223137177	223137263
ENSG00000078246.17	TULP3	chr12	+	NA	NA	NA	NA	NA	NA	75862	318,205,172	28,13,23	154,214,238	26,35,34	138	39	0.005192534	0.1739139	0.762,0.817,0.679	0.626,0.633,0.664	0.112	SE	NA	NA	NA	NA	2934446	2934561	2938113	2938285	NA	NA	NA	2937630	2937729
ENSG00000153827.15	TRIP12	chr2	-	NA	NA	NA	NA	NA	NA	93243	294,176,166	1,1,7	148,169,191	9,11,6	157	39	0.007470124	0.1739139	0.986,0.978,0.855	0.803,0.792,0.888	0.112	SE	NA	NA	NA	NA	229879981	229880128	229921270	229921415	NA	NA	NA	229908964	229909082
ENSG00000007541.17	PIGQ	chr16	+	NA	NA	NA	NA	NA	NA	20322	259,200,150	108,58,56	167,149,215	81,97,121	101	39	0.004883368	0.1739139	0.481,0.571,0.508	0.443,0.372,0.407	0.113	SE	NA	NA	NA	NA	580182	580972	582882	582893	NA	NA	NA	582247	582309
ENSG00000148356.15	LRSAM1	chr9	+	127487494	127487763	127487536	127487763	127485735	127485835	13591	7,4,16	0,0,0	2,7,6	1,2,0	81	39	0.007541793407	0.188514199	1.0,1.0,1.0	0.491,0.628,1.0	0.294	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000128833.13	MYO5C	chr15	-	NA	NA	NA	NA	NA	NA	22139	50,38,44	0,0,0	26,48,51	0,3,1	205	39	0.003701684	0.1739139	1.0,1.0,1.0	1.0,0.753,0.907	0.113	SE	NA	NA	NA	NA	52237481	52237646	52244355	52244567	NA	NA	NA	52242047	52242213
ENSG00000181450.18	ZNF678	chr1	+	NA	NA	NA	NA	NA	NA	70780	105,89,89	2,0,0	128,79,132	3,3,7	166	39	0.007662111	0.1739139	0.925,1.0,1.0	0.909,0.861,0.816	0.113	SE	NA	NA	NA	NA	227563555	227563724	227654335	227654768	NA	NA	NA	227646543	227646670
ENSG00000182718.18	ANXA2	chr15	-	NA	NA	NA	NA	NA	NA	74067	1,047,838,744	32,12,22	778,978,976	34,43,54	316	39	0.001899161	0.1739139	0.802,0.896,0.807	0.738,0.737,0.69	0.113	SE	NA	NA	NA	NA	60390212	60390317	60397257	60397338	NA	NA	NA	60396150	60396427
ENSG00000153827.15	TRIP12	chr2	-	NA	NA	NA	NA	NA	NA	93247	295,177,169	1,1,7	151,169,192	9,11,6	161	39	0.007351183	0.1739139	0.986,0.977,0.854	0.803,0.788,0.886	0.113	SE	NA	NA	NA	NA	229879981	229880128	229921270	229921371	NA	NA	NA	229908964	229909086
ENSG00000157193.18	LRP8	chr1	-	NA	NA	NA	NA	NA	NA	110815	290,274,225	0,4,1	224,218,216	5,7,13	168	39	0.004049755	0.1739139	1.0,0.941,0.981	0.912,0.878,0.794	0.113	SE	NA	NA	NA	NA	53271226	53271346	53289566	53289689	NA	NA	NA	53280586	53280715
ENSG00000167524.17	RSKR	chr17	-	NA	NA	NA	NA	NA	NA	15382	36,30,20	0,0,0	21,16,31	0,2,1	109	39	0.007525751	0.1739139	1.0,1.0,1.0	1.0,0.741,0.917	0.114	SE	NA	NA	NA	NA	28612043	28612084	28613077	28613146	NA	NA	NA	28612617	28612687
ENSG00000105499.14	PLA2G4C	chr19	-	NA	NA	NA	NA	NA	NA	19867	2,0,1	3,6,1	0,0,0	15,2,14	157	39	0.01042138	0.176237	0.142,0.0,0.199	0.0,0.0,0.0	0.114	SE	NA	NA	NA	NA	48106521	48106561	48110486	48110561	NA	NA	NA	48108783	48108901
ENSG00000135605.13	TEC	chr4	-	NA	NA	NA	NA	NA	NA	43972	103,107,86	0,0,0	101,106,88	1,2,6	168	39	0.000214819	0.04280403	1.0,1.0,1.0	0.959,0.925,0.773	0.114	SE	NA	NA	NA	NA	48168585	48168626	48171367	48171408	NA	NA	NA	48170247	48170376
