gene_symbol	ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_transcripts	n_differential_transcripts	n_overexpressed_transcripts	n_underexpressed_transcripts	n_exons	n_differential_exons	n_overexpressed_exons	n_underexpressed_exons	n_events	n_differential_events	n_overexpressed_events	n_underexpressed_events	Ediciones
LINC01220	ENSG00000259687.4	128.1758986	1.261746405	0.2176626507	5.796797937	6.76E-09	3.73E-07	5	0	0	0	7	0	0	0	2	1	0	1	0
LINC01256	ENSG00000251398.2	3.726176397	-5.315031422	1.710709628	-3.106916179	0.001890499941	0.02793193713	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01344	ENSG00000228918.5	125.0118203	-1.840794062	0.242280687	-7.597774653	3.01E-14	3.12E-12	7	0	0	0	0	0	0	0	0	0	0	0	0
LINC01482	ENSG00000267659.5	5.892449409	-5.981611189	1.540214852	-3.883621289	0.0001029121589	0.002387412384	4	1	0	1	0	0	0	0	0	0	0	0	0
LINC01544	ENSG00000260440.4	4.046187748	-5.434766012	1.671606471	-3.251223363	0.001149095419	0.01862410676	3	1	0	1	0	0	0	0	0	0	0	0	0
LINC01748	ENSG00000226476.7	14.27931799	-3.940489615	0.9085224159	-4.337250844	1.44E-05	0.0004214804645	28	1	0	1	0	0	0	0	0	0	0	0	0
LINC01755	ENSG00000233079.3	8.16825316	-5.452172396	1.452151041	-3.754549109	0.000173653797	0.003779271711	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01765	ENSG00000233730.2	20.40369344	-7.770711134	1.327205338	-5.854942647	4.77E-09	2.70E-07	1	1	0	1	0	0	0	0	0	0	0	0	0
LINC01781	ENSG00000234184.8	8.725292297	-5.554467447	1.411605422	-3.934858396	8.32E-05	0.001997982205	5	1	0	1	0	0	0	0	0	0	0	0	0
LINC01806	ENSG00000227403.3	552.9846213	0.4066071609	0.1167055519	3.484042998	0.0004939001352	0.009244707797	4	0	0	0	5	0	0	0	2	0	0	0	0
LINC01876	ENSG00000226383.7	17.00439459	-3.538418335	0.7640454139	-4.631162325	3.64E-06	0.0001200748461	13	0	0	0	0	0	0	0	0	0	0	0	0
LINC02029	ENSG00000241544.2	617.6621387	0.9802809788	0.1259534959	7.782880276	7.09E-15	7.57E-13	14	0	0	0	24	0	0	0	1	0	0	0	0
LINC02055	ENSG00000254101.8	3.878819936	-5.369271594	1.830191473	-2.933721238	0.003349248649	0.04367046062	33	0	0	0	0	0	0	0	0	0	0	0	0
LINC02181	ENSG00000232190.3	5.309406614	-5.834676201	1.555134959	-3.751877718	0.0001755150718	0.003812808708	2	1	0	1	0	0	0	0	0	0	0	0	0
LINC02197	ENSG00000250387.3	3.375636338	-5.172964967	1.754076961	-2.949109464	0.003186910745	0.04210719086	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02359	ENSG00000284848.2	22.74536004	-2.205164321	0.5847548527	-3.771091955	0.0001625347615	0.003573894633	15	0	0	0	0	0	0	0	0	0	0	0	0
LINC02377	ENSG00000250102.6	41.81119249	-2.565528236	0.4701503416	-5.456825209	4.85E-08	2.28E-06	6	1	0	1	0	0	0	0	1	0	0	0	0
LINC02401	ENSG00000257762.6	3.683920763	-5.308209667	1.699334501	-3.123699109	0.001785929857	0.02664235838	15	1	0	1	0	0	0	0	0	0	0	0	0
LINC02437	ENSG00000248517.1	4.290864952	-5.52959017	1.642231437	-3.367119911	0.0007595765279	0.01303875815	1	1	0	1	0	0	0	0	0	0	0	0	0
LINC02575	ENSG00000228709.3	358.5371111	-1.46100636	0.170411615	-8.573396592	1.00E-17	1.31E-15	3	1	0	1	3	0	0	0	0	0	0	0	0
LINC02605	ENSG00000261618.2	36.0837667	-2.34804411	0.4534953798	-5.177658284	2.25E-07	9.54E-06	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02611	ENSG00000226791.9	4.961703641	-5.733020634	1.624092627	-3.529983782	0.000415585141	0.007973139905	19	0	0	0	0	0	0	0	0	0	0	0	0
LINC02729	ENSG00000255335.2	99.26278436	-2.371815522	0.3495409302	-6.785515849	1.16E-11	9.18E-10	4	0	0	0	0	0	0	0	0	0	0	0	0
LINC02739	ENSG00000255008.5	45.826445	-1.937789126	0.3787145571	-5.116753739	3.11E-07	1.29E-05	5	0	0	0	2	0	0	0	0	0	0	0	0
LINC02749	ENSG00000254480.2	10.43137167	2.63503527	0.8299170042	3.175058779	0.001498061522	0.02301119147	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02761	ENSG00000255362.1	14.91783097	-2.864174666	0.7330790387	-3.907047555	9.34E-05	0.002209030003	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02852	ENSG00000285866.1	5.147138413	-5.784460419	1.570490734	-3.683218431	0.0002303076498	0.004839713003	1	1	0	1	0	0	0	0	0	0	0	0	0
LIPE	ENSG00000079435.10	168.9956493	0.7969873723	0.2125206403	3.750164554	0.0001767185641	0.003835453321	9	0	0	0	19	0	0	0	4	0	0	0	0
LIPE-AS1	ENSG00000213904.11	155.5792548	-0.6555858961	0.2230172037	-2.939620286	0.003286146906	0.04313588218	14	0	0	0	6	0	0	0	2	0	0	0	0
LIPH	ENSG00000163898.10	2466.612331	-0.4009757901	0.07214468587	-5.557939372	2.73E-08	1.37E-06	5	0	0	0	19	0	0	0	18	0	0	0	0
LIPN	ENSG00000204020.6	9.939211717	-6.729976431	1.434618952	-4.691124723	2.72E-06	9.12E-05	2	1	0	1	0	0	0	0	0	0	0	0	0
LLGL2	ENSG00000073350.14	854.9978734	0.4452164148	0.112289965	3.964881589	7.34E-05	0.00179134403	22	0	0	0	48	0	0	0	23	2	2	0	0
LMNA	ENSG00000160789.24	78046.51309	0.2973664574	0.06399143192	4.646973017	3.37E-06	0.00011200911	42	2	2	0	82	0	0	0	36	0	0	0	0
LMNB1	ENSG00000113368.12	13492.68871	0.3103717151	0.06945856407	4.468444161	7.88E-06	0.0002433106054	8	0	0	0	27	0	0	0	5	0	0	0	0
LMNB2	ENSG00000176619.13	38633.54993	0.1877393933	0.05947216817	3.156760532	0.001595323009	0.02427031663	6	0	0	0	20	0	0	0	6	0	0	0	0
LMO7	ENSG00000136153.20	13736.57254	0.185448673	0.0597334177	3.104605096	0.001905332246	0.02808919842	27	0	0	0	71	0	0	0	28	0	0	0	0
LOXL1	ENSG00000129038.16	1107.037329	0.3600396518	0.1171340981	3.073739054	0.002113942478	0.03046662013	5	0	0	0	14	0	0	0	6	1	0	1	0
LPCAT1	ENSG00000153395.10	9863.900744	0.2200000376	0.05701419451	3.858688867	0.0001139969537	0.002617312894	6	0	0	0	21	1	1	0	3	0	0	0	0
LPXN	ENSG00000110031.13	1650.33727	-0.4558329826	0.09027269603	-5.049511122	4.43E-07	1.75E-05	5	0	0	0	17	0	0	0	5	0	0	0	0
LRFN4	ENSG00000173621.9	4634.662095	0.2624306376	0.07758441712	3.382517358	0.0007182473871	0.01246410499	3	0	0	0	9	0	0	0	0	0	0	0	0
LRIG1	ENSG00000144749.14	6563.520379	-0.3286634365	0.05968179711	-5.506929289	3.65E-08	1.77E-06	9	0	0	0	29	1	1	0	23	0	0	0	0
LRIG3	ENSG00000139263.12	2354.964615	-0.2998143012	0.08658495534	-3.46266046	0.0005348628878	0.009788278628	9	0	0	0	28	0	0	0	4	0	0	0	0
LRP2	ENSG00000081479.15	86.50036906	-3.392019888	0.3356620143	-10.10546247	5.22E-24	9.15E-22	7	1	0	1	0	0	0	0	0	0	0	0	0
LRP3	ENSG00000130881.14	868.4883388	0.4955746457	0.1368548632	3.621169419	0.0002932743769	0.005957823925	4	0	0	0	13	0	0	0	1	0	0	0	0
LRRC10	ENSG00000198812.5	41.65767209	-3.122487689	0.453766367	-6.881267357	5.93E-12	4.87E-10	1	1	0	1	0	0	0	0	0	0	0	0	0
LRRC14	ENSG00000160959.8	2465.365236	0.2755409323	0.07723634897	3.567503332	0.000360398798	0.007079814341	9	0	0	0	27	0	0	0	4	0	0	0	0
LRRC15	ENSG00000172061.9	812.2941326	-0.5079771648	0.09932698947	-5.11419069	3.15E-07	1.30E-05	2	0	0	0	2	0	0	0	1	0	0	0	0
LRRC24	ENSG00000254402.7	1045.172872	-1.154019041	0.1202543442	-9.596485252	8.27E-22	1.32E-19	2	0	0	0	8	0	0	0	1	0	0	0	0
LRRC45	ENSG00000169683.8	1437.754589	0.4575380649	0.1072314626	4.266826673	1.98E-05	0.0005553745686	6	0	0	0	26	0	0	0	8	0	0	0	0
LRRC49	ENSG00000137821.12	341.6530527	-0.7172338023	0.1560353784	-4.596610137	4.29E-06	0.0001392923908	29	0	0	0	42	0	0	0	18	1	1	0	0
LSM10	ENSG00000181817.6	1455.37269	-0.3606622292	0.08727170574	-4.132636416	3.59E-05	0.000954024735	3	0	0	0	8	0	0	0	1	0	0	0	0
LSM14B	ENSG00000149657.20	4412.027384	0.2503858481	0.07198869958	3.478127117	0.0005049304117	0.009370138872	5	0	0	0	17	0	0	0	34	0	0	0	0
LST1	ENSG00000204482.11	8.277066597	-3.4865646	1.113054648	-3.132428947	0.001733663841	0.02597659055	21	0	0	0	0	0	0	0	6	1	0	1	0
LTA	ENSG00000226979.9	10.23545751	-2.786982848	0.9478115309	-2.940439905	0.003277465702	0.04308844887	4	0	0	0	0	0	0	0	0	0	0	0	0
LTB	ENSG00000227507.3	225.985397	-4.022999648	0.2427211648	-16.57457293	1.06E-61	5.76E-59	4	2	0	2	7	0	0	0	1	0	0	0	0
LY9	ENSG00000122224.18	284.8756707	-1.916703328	0.1901332451	-10.08084266	6.71E-24	1.17E-21	11	1	0	1	0	0	0	0	0	0	0	0	0
LYPD6B	ENSG00000150556.17	67.44783699	1.267317197	0.3153669568	4.018547819	5.86E-05	0.001481621319	11	0	0	0	6	0	0	0	6	0	0	0	0
MAB21L4	ENSG00000172478.18	9.54938895	-2.671834583	0.8845077352	-3.020702338	0.002521891467	0.03515439926	5	0	0	0	0	0	0	0	0	0	0	0	0
MACC1	ENSG00000183742.13	720.4603215	-4.814003023	0.3911359597	-12.30774851	8.23E-35	2.11E-32	5	1	0	1	2	0	0	0	2	0	0	0	0
MACROD2	ENSG00000172264.19	55.67791814	-1.981779067	0.409643322	-4.837816121	1.31E-06	4.69E-05	15	0	0	0	0	0	0	0	1	0	0	0	0
MACROH2A1	ENSG00000113648.17	8977.430201	0.2121922556	0.07160346806	2.963435451	0.003042258609	0.04075198691	22	0	0	0	53	0	0	0	26	0	0	0	0
MAD2L1	ENSG00000164109.14	10479.06326	0.2266125821	0.06092961785	3.719251657	0.0001998138974	0.004285918093	5	0	0	0	11	0	0	0	4	0	0	0	20
MAD2L2	ENSG00000116670.16	2258.67487	0.2980891191	0.07681677803	3.880520985	0.0001042329507	0.002414087863	12	0	0	0	30	0	0	0	9	0	0	0	0
MAF	ENSG00000178573.7	49.36598217	-1.612004242	0.4242998448	-3.799210067	0.000145158018	0.003229969392	3	0	0	0	0	0	0	0	0	0	0	0	0
MAG	ENSG00000105695.15	106.1029602	-6.215250846	0.8890989401	-6.990505292	2.74E-12	2.35E-10	8	1	0	1	0	0	0	0	0	0	0	0	0
MAGEE1	ENSG00000198934.5	211.6349794	0.5036712912	0.1715120663	2.936652225	0.003317759426	0.0435220574	1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEF1	ENSG00000177383.5	3122.277288	0.2256523646	0.07645055036	2.951612037	0.003161198411	0.04186038541	1	0	0	0	0	0	0	0	0	0	0	0	0
MAL2	ENSG00000147676.14	1286.079421	0.4286698962	0.09285996466	4.616304753	3.91E-06	0.0001275800494	4	0	0	0	8	0	0	0	1	0	0	0	0
MAP2K6	ENSG00000108984.15	316.6303156	0.9557177304	0.1498404181	6.378237209	1.79E-10	1.22E-08	9	0	0	0	18	0	0	0	3	0	0	0	1
MAP3K3	ENSG00000198909.8	3549.757244	0.3411475972	0.06994321309	4.877493929	1.07E-06	3.91E-05	11	0	0	0	36	0	0	0	23	0	0	0	0
MAP3K5	ENSG00000197442.11	2246.680226	-0.3939520582	0.07197225139	-5.473665901	4.41E-08	2.09E-06	3	0	0	0	33	0	0	0	8	0	0	0	0
MAP3K8	ENSG00000107968.10	1117.062481	-0.8620822598	0.09963807452	-8.652136886	5.05E-18	6.84E-16	7	1	0	1	18	0	0	0	3	0	0	0	0
MAP4K4	ENSG00000071054.17	35847.95711	-0.373924082	0.06037052817	-6.193818297	5.87E-10	3.78E-08	18	1	0	1	61	0	0	0	62	0	0	0	0
MAP4K5	ENSG00000012983.12	6919.312056	-0.3166451366	0.06449412551	-4.909674084	9.12E-07	3.36E-05	10	0	0	0	49	0	0	0	27	0	0	0	0
MAPKAPK2	ENSG00000162889.11	2933.88362	0.3818089705	0.07630847452	5.003493688	5.63E-07	2.18E-05	4	0	0	0	18	0	0	0	6	0	0	0	0
MARCHF1	ENSG00000145416.14	382.2165946	-1.844152753	0.2064519964	-8.932598303	4.16E-19	6.08E-17	15	1	0	1	5	0	0	0	1	0	0	0	0
MARCHF3	ENSG00000173926.6	3040.729027	-0.2083292342	0.07071217921	-2.946157742	0.003217482721	0.04239349536	5	0	0	0	11	0	0	0	7	0	0	0	1
MBD3	ENSG00000071655.18	16144.89066	0.1960308626	0.06680586314	2.9343362	0.003342619296	0.04365574482	11	0	0	0	26	0	0	0	9	0	0	0	1
MBOAT2	ENSG00000143797.12	5146.064399	-0.2893393803	0.06149213755	-4.705306919	2.53E-06	8.58E-05	10	1	0	1	29	0	0	0	23	0	0	0	1
MBP	ENSG00000197971.16	10096.02296	0.169548876	0.05720576982	2.963842224	0.0030382402	0.04075198691	49	1	0	1	68	0	0	0	19	0	0	0	3
MCC	ENSG00000171444.19	3472.636258	-0.2855588367	0.06875208175	-4.153457312	3.27E-05	0.0008810388046	10	0	0	0	21	0	0	0	2	0	0	0	1
MCIDAS	ENSG00000234602.9	179.5105313	-0.9206299936	0.2128166047	-4.325931215	1.52E-05	0.0004420930153	3	0	0	0	7	0	0	0	1	0	0	0	0
MCM2	ENSG00000073111.14	8492.82794	0.2435308809	0.07541413489	3.22924716	0.001241165769	0.0198862152	9	0	0	0	29	0	0	0	3	0	0	0	0
MCM5	ENSG00000100297.16	7246.154922	0.2419287753	0.08079382436	2.994396877	0.002749879949	0.03762752397	10	1	1	0	36	0	0	0	9	0	0	0	0
MCM6	ENSG00000076003.5	5450.219478	0.2498328428	0.06447661507	3.874782237	0.00010672009	0.002466891868	3	0	0	0	20	0	0	0	15	0	0	0	0
MCTP1	ENSG00000175471.20	4370.015902	-0.2830370155	0.07534473832	-3.756559806	0.0001722651182	0.003755915933	18	0	0	0	48	0	0	0	27	0	0	0	2
MDFI	ENSG00000112559.15	222.3987803	0.8791380898	0.1840978974	4.775383653	1.79E-06	6.23E-05	9	0	0	0	12	0	0	0	2	0	0	0	0
MDK	ENSG00000110492.17	2010.587841	-0.2774614488	0.09173082642	-3.024735082	0.00248850995	0.03474326663	12	0	0	0	20	0	0	0	4	0	0	0	0
MED22	ENSG00000148297.16	3960.308873	0.2182200976	0.07023557172	3.106974033	0.001890130005	0.02793193713	10	0	0	0	23	0	0	0	4	0	0	0	0
MED30	ENSG00000164758.7	860.5651397	0.386206976	0.1018884985	3.790486479	0.0001503525178	0.003329993577	4	0	0	0	9	0	0	0	2	0	0	0	0
MEOX2	ENSG00000106511.6	28.17242359	-6.359063937	1.113736109	-5.70966846	1.13E-08	6.02E-07	1	1	0	1	0	0	0	0	0	0	0	0	0
MERTK	ENSG00000153208.18	1641.330198	-0.2324870311	0.07609456938	-3.055238147	0.002248818792	0.03200366206	6	0	0	0	25	0	0	0	4	0	0	0	0
METTL14-DT	ENSG00000281731.3	42.26909847	-2.621057606	0.4597122905	-5.701517363	1.19E-08	6.28E-07	14	0	0	0	0	0	0	0	4	0	0	0	0
METTL25B	ENSG00000143303.12	560.7431634	0.3608076405	0.1210304428	2.981131292	0.002871856396	0.03896070024	11	0	0	0	30	0	0	0	8	0	0	0	0
METTL26	ENSG00000130731.16	1838.78502	0.3264492343	0.09216318392	3.542078522	0.0003969872806	0.00767548693	14	0	0	0	32	0	0	0	24	0	0	0	0
METTL7A	ENSG00000185432.12	912.1353688	0.3395387281	0.09999299177	3.395625254	0.0006847203675	0.01196075365	5	0	0	0	12	0	0	0	0	0	0	0	0
MEX3A	ENSG00000254726.3	963.7126586	-0.3423093084	0.114445974	-2.991012234	0.002780543534	0.03793808653	2	0	0	0	6	0	0	0	0	0	0	0	0
MEX3D	ENSG00000181588.17	3017.244937	0.4509719082	0.1153418253	3.909873169	9.23E-05	0.002192056285	2	0	0	0	5	0	0	0	1	0	0	0	0
MFAP2	ENSG00000117122.14	1152.852595	-0.3415995927	0.09847525342	-3.468887673	0.0005226179122	0.009608501831	6	0	0	0	19	0	0	0	7	0	0	0	1
MFSD2B	ENSG00000205639.12	65.54750161	-1.885127669	0.3183635846	-5.921304321	3.19E-09	1.86E-07	6	0	0	0	2	0	0	0	4	0	0	0	1
MGAT3	ENSG00000128268.12	105.3944761	-2.311547437	0.2686402585	-8.604620356	7.66E-18	1.02E-15	3	1	0	1	0	0	0	0	0	0	0	0	0
MGAT4A	ENSG00000071073.13	2290.360291	-0.386366395	0.09169117801	-4.213779378	2.51E-05	0.0006888497929	9	0	0	0	22	0	0	0	1	0	0	0	2
MGAT4C	ENSG00000182050.14	23.55979815	-2.531466118	0.5994050408	-4.223298014	2.41E-05	0.00066729819	11	0	0	0	0	0	0	0	0	0	0	0	0
MICALL2	ENSG00000164877.19	2741.622415	0.2099493745	0.07090039538	2.96118764	0.003064551717	0.04089905371	15	0	0	0	48	1	1	0	22	0	0	0	0
MICB	ENSG00000204516.10	12907.46788	-0.2860731701	0.05691997972	-5.025883205	5.01E-07	1.96E-05	4	0	0	0	10	0	0	0	9	0	0	0	1
MID1IP1	ENSG00000165175.17	5193.185753	0.1985277786	0.06672421394	2.975348331	0.002926560278	0.03959004185	4	0	0	0	7	0	0	0	2	0	0	0	0
MIEF2	ENSG00000177427.13	2036.143489	0.3251616896	0.08118509617	4.005189436	6.20E-05	0.001549780831	9	0	0	0	24	0	0	0	1	0	0	0	0
MIF	ENSG00000240972.2	17675.9417	0.3047714483	0.07343844211	4.150026057	3.32E-05	0.0008913291371	3	0	0	0	7	0	0	0	0	0	0	0	0
MIPOL1	ENSG00000151338.21	540.4241568	-0.6425086146	0.1533636584	-4.189445018	2.80E-05	0.0007609016947	30	1	0	1	34	0	0	0	27	0	0	0	2
MIR1915HG	ENSG00000204682.9	374.4845694	0.3938436339	0.1307381687	3.012460995	0.002591387356	0.03597570936	2	0	0	0	4	0	0	0	0	0	0	0	0
MIR23AHG	ENSG00000267519.6	19456.28216	0.8788953949	0.2424551987	3.624980613	0.0002889831291	0.005881403879	1	0	0	0	0	0	0	0	0	0	0	0	5
MIR3142HG	ENSG00000253522.6	150.8241484	-2.363458281	0.2831059353	-8.348317666	6.92E-17	8.33E-15	2	0	0	0	2	0	0	0	0	0	0	0	0
MIR3976HG	ENSG00000261738.8	4.001669589	-5.421012503	1.682227585	-3.222520277	0.001270681714	0.02026367109	41	1	0	1	0	0	0	0	0	0	0	0	0
MIR4527HG	ENSG00000267761.3	32.93113436	-2.70751733	0.5016343313	-5.397392406	6.76E-08	3.13E-06	3	0	0	0	0	0	0	0	0	0	0	0	0
MIR510	ENSG00000207641.1	4.780346378	-5.674197937	1.641612381	-3.456478522	0.0005472828199	0.009972330453	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR8087	ENSG00000278483.1	20.36777099	-2.47197956	0.6292400875	-3.928515695	8.55E-05	0.002047281136	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR99AHG	ENSG00000215386.15	154.4278873	-2.160152947	0.2261778873	-9.550681422	1.29E-21	2.05E-19	258	1	0	1	0	0	0	0	16	0	0	0	0
MKNK2	ENSG00000099875.16	6579.199297	-0.2302775979	0.06741433676	-3.41585498	0.000635820981	0.01125521319	12	0	0	0	33	0	0	0	9	0	0	0	0
MLH1	ENSG00000076242.16	8697.328533	-0.3244545157	0.06289589429	-5.158596112	2.49E-07	1.05E-05	38	3	1	2	79	0	0	0	61	0	0	0	0
MMAB	ENSG00000139428.12	1297.96971	0.3128795972	0.08715988483	3.589720177	0.0003310331234	0.006572636054	10	0	0	0	24	0	0	0	17	0	0	0	0
MMD	ENSG00000108960.9	1489.191638	-0.412677445	0.09201499208	-4.484893556	7.30E-06	0.0002273396219	4	0	0	0	12	0	0	0	2	0	0	0	0
MMP1	ENSG00000196611.6	3671.456587	-0.7020757906	0.07190150979	-9.764409574	1.60E-22	2.63E-20	4	1	0	1	10	0	0	0	0	0	0	0	0
MMP14	ENSG00000157227.14	65006.20457	-0.2337244618	0.05325184733	-4.389039509	1.14E-05	0.000338415913	8	0	0	0	22	0	0	0	5	0	0	0	0
MMP16	ENSG00000156103.16	533.5258357	-0.4970821377	0.1315348015	-3.779092163	0.0001574011635	0.003473182856	4	0	0	0	14	0	0	0	0	0	0	0	0
MMP9	ENSG00000100985.7	52.34392385	-2.092038654	0.3935278838	-5.316112885	1.06E-07	4.74E-06	1	0	0	0	5	0	0	0	0	0	0	0	0
MN1	ENSG00000169184.7	37.74559585	-2.222707644	0.4936950354	-4.502187556	6.73E-06	0.0002112580339	4	0	0	0	0	0	0	0	0	0	0	0	0
MOB1A	ENSG00000114978.18	16909.35465	0.2215689926	0.06341327934	3.494047224	0.0004757568551	0.008975669542	6	0	0	0	17	0	0	0	9	0	0	0	0
MOB3A	ENSG00000172081.14	2388.918853	-0.3232462445	0.0775348125	-4.169046575	3.06E-05	0.0008266303327	9	0	0	0	21	0	0	0	13	1	0	1	0
MORC1	ENSG00000114487.10	20.62230605	-2.329319154	0.6501756765	-3.582599654	0.0003401917719	0.006738457485	2	0	0	0	0	0	0	0	0	0	0	0	0
MORC4	ENSG00000133131.15	21874.16509	0.2506494771	0.06419237473	3.904661234	9.44E-05	0.002224313795	4	0	0	0	24	1	1	0	4	0	0	0	0
MOS	ENSG00000172680.1	40.67458957	-8.768709744	1.237526698	-7.08567319	1.38E-12	1.24E-10	1	1	0	1	0	0	0	0	0	0	0	0	0
MR1	ENSG00000153029.16	1111.447055	-0.4559674893	0.09463848027	-4.817992512	1.45E-06	5.12E-05	12	0	0	0	21	0	0	0	7	0	0	0	0
MRE11	ENSG00000020922.13	3746.697311	0.2227546817	0.06326524601	3.520964444	0.0004299802684	0.008209623265	10	0	0	0	39	0	0	0	11	0	0	0	22
MRGPRX2	ENSG00000183695.3	6.000862069	-6.001033871	1.554350623	-3.86079806	0.0001130172823	0.002597324782	1	1	0	1	0	0	0	0	0	0	0	0	0
MRPL23	ENSG00000214026.11	2460.027527	0.3195937966	0.09206541274	3.471377438	0.0005177956396	0.009554079583	10	0	0	0	9	0	0	0	4	0	0	0	0
MRPL41	ENSG00000182154.8	5428.199576	0.2838927776	0.08819326996	3.218984598	0.00128645395	0.02046037548	1	0	0	0	2	0	0	0	0	0	0	0	0
MRPS26	ENSG00000125901.6	3316.819139	0.3694222858	0.07926055213	4.660859355	3.15E-06	0.0001052985976	1	0	0	0	4	0	0	0	0	0	0	0	0
MSANTD1	ENSG00000188981.11	60.49869557	-1.933702445	0.353162428	-5.475391184	4.37E-08	2.08E-06	4	0	0	0	2	0	0	0	0	0	0	0	0
MSANTD3	ENSG00000066697.15	7623.624602	-0.2504868909	0.06399029616	-3.91445119	9.06E-05	0.002153028961	7	0	0	0	14	0	0	0	7	0	0	0	0
MSI2	ENSG00000153944.12	378.3262602	-0.5625278039	0.1575280329	-3.570969519	0.0003556622871	0.006998316854	31	0	0	0	24	0	0	0	4	1	0	1	0
MSMB	ENSG00000263639.7	75.5538672	-2.501940093	0.3340108916	-7.490594335	6.86E-14	6.95E-12	3	1	0	1	0	0	0	0	0	0	0	0	0
MT2A	ENSG00000125148.7	8783.877961	-0.2903027997	0.08593508243	-3.378163976	0.0007297155384	0.01262630614	5	0	0	0	11	0	0	0	1	0	0	0	0
MTF2	ENSG00000143033.18	6933.88966	-0.1789281474	0.05878015706	-3.044022956	0.002334373273	0.03304345616	14	0	0	0	38	0	0	0	21	0	0	0	0
MTMR2	ENSG00000087053.20	6638.454587	-0.2665573072	0.07622394714	-3.497028391	0.0004704717591	0.008890049295	60	0	0	0	48	0	0	0	52	0	0	0	0
MTMR4	ENSG00000108389.10	5590.099962	0.2171545642	0.06081028019	3.571017327	0.0003555973673	0.006998316854	10	0	0	0	32	0	0	0	8	0	0	0	0
MTMR9	ENSG00000104643.10	3739.514935	-0.2348440101	0.07932670672	-2.960465898	0.003071741263	0.0409585186	4	0	0	0	14	0	0	0	3	0	0	0	0
MTSS1	ENSG00000170873.19	152.662235	-0.8845859041	0.2233664789	-3.960244656	7.49E-05	0.001817177998	18	0	0	0	14	0	0	0	1	0	0	0	1
MUC2	ENSG00000198788.9	514.9548429	-2.020975979	0.1470343521	-13.74492389	5.46E-43	1.71E-40	3	1	0	1	0	0	0	0	0	0	0	0	0
MUC5B	ENSG00000117983.17	52.4887146	-1.046991418	0.3630979333	-2.883495944	0.003932877121	0.04967634839	5	0	0	0	0	0	0	0	0	0	0	0	0
MUCL3	ENSG00000168631.13	5.356761859	-5.841300372	1.58180884	-3.692797906	0.0002218002805	0.004698258789	3	1	0	1	0	0	0	0	0	0	0	0	0
MX1	ENSG00000157601.15	4843.686287	-0.4732398939	0.06870206552	-6.88829208	5.65E-12	4.65E-10	48	1	1	0	46	1	0	1	18	0	0	0	12
MXD3	ENSG00000213347.11	1388.676813	0.5504151603	0.1062377966	5.18097304	2.21E-07	9.38E-06	9	0	0	0	33	5	5	0	9	0	0	0	0
MYADM	ENSG00000179820.16	4208.419163	0.4757590717	0.07028053207	6.769428997	1.29E-11	1.02E-09	11	1	1	0	20	1	1	0	4	0	0	0	1
MYBL2	ENSG00000101057.16	5729.845297	-0.3394230123	0.0757860975	-4.47869759	7.51E-06	0.0002334271538	2	0	0	0	15	0	0	0	7	0	0	0	0
MYD88	ENSG00000172936.17	1677.288374	-0.3122862681	0.1018460424	-3.066258254	0.002167560078	0.03101408527	16	0	0	0	21	0	0	0	14	0	0	0	0
MYH15	ENSG00000144821.11	1083.077738	-0.4463019706	0.09606226616	-4.645965461	3.38E-06	0.0001124002759	5	0	0	0	33	0	0	0	11	1	0	1	0
MYH7B	ENSG00000078814.18	43.5862728	-1.301924006	0.3799995838	-3.426119558	0.000612270813	0.01093590081	10	0	0	0	26	0	0	0	2	0	0	0	1
MYLIP	ENSG00000007944.15	1787.216842	0.2168241651	0.07390718122	2.933736094	0.003349088363	0.04367046062	2	0	0	0	8	0	0	0	2	1	0	1	0
MYO18A	ENSG00000196535.20	13482.04696	0.1608804634	0.05480433139	2.935542855	0.003329646152	0.04352618356	25	0	0	0	87	0	0	0	43	1	0	1	0
MZF1	ENSG00000099326.9	1454.154741	0.4416787601	0.09353416872	4.722111354	2.33E-06	7.95E-05	8	0	0	0	23	0	0	0	8	0	0	0	1
MZT2B	ENSG00000152082.15	8718.501063	0.2878872542	0.08446565356	3.408335129	0.0006536056898	0.01151013156	9	0	0	0	20	0	0	0	3	0	0	0	0
N4BP3	ENSG00000145911.6	109.8049516	-1.359486666	0.2420290349	-5.617039569	1.94E-08	9.93E-07	1	0	0	0	4	0	0	0	0	0	0	0	0
NAA50	ENSG00000121579.14	11497.14743	0.1886520894	0.05901200648	3.196842484	0.001389407762	0.02171253105	10	0	0	0	24	0	0	0	7	0	0	0	1
NAB1	ENSG00000138386.17	5395.146876	-0.5481948228	0.06370114309	-8.605729761	7.58E-18	1.01E-15	10	0	0	0	28	0	0	0	24	0	0	0	0
NADK	ENSG00000008130.15	6334.037991	0.2091404169	0.06950161128	3.009144868	0.002619841621	0.03632836875	17	0	0	0	45	3	3	0	18	0	0	0	0
